dict_lpc_test_online WL_LPC_106
dict_auto_hive2ddict_city_embedding_0527 taxi_call_city_1
dict_auto_hive2ddict_sequencial_fangou_28d PASSENGER_255
dict_auto_hive2ddict_taxi_price_od_features fgrid_tgrid_OL13F1i6502j1937_OL13F1i6527j1924
dict_auto_hive2ddict_taxi_prict_odt_features taxi_fgird_tgrid_OL13F1i6436j1855_OL13F1i6437j1855_17
dict_auto_hive2ddict_taxi_last7days_map_0528 taxi_fgrid_tgrid_hour_OL13F1i4949j2557_OL13F1i4949j2557_9
dict_auto_hive2ddict_stg_gs_sdi_fence2_v2_fts fence2_classify_qie_211-2-v2_11
dict_auto_hive2ddict_grid_embedding_features taxi_tgrid_OL13F1i5303j3226
dict_auto_hive2ddict_cgt_answer_rate_level_TS CARL_KEY_OL13F1i5333j3173_1_88
dict_auto_hive2ddict_ot_new_feat_30d OT13NEW30_OL13F1i4295j2772_5
dict_auto_hive2ddict_county_feature taxi_price_county_611002
dict_auto_hive2ddict_ofl_temospatial_feat WL_TID_GRID_21_OL13F1i4985j2536
dict_auto_hive2ddict_passenger_cancel_history passenger_cancel_2521484
dict_auto_hive2ddict_send_finish_behavior_new PASSENGER_2588
dict_auto_hive2ddict_single_send_behavior_new PASSENGER_1379
dict_auto_hive2ddict_add_minus_behavior_new PASSENGER_17593468349446
dict_auto_hive2ddict_county_dist_km_feature taxi_price_110101_1
dict_auto_hive2ddict_hot_address beatles_hot_address_1
dict_auto_hive2ddict_taxi_county_dim_rules_2 taxi_county_330204
dict_auto_hive2ddict_county_dist_km_fare county_dist_km_110101_1
dict_auto_hive2ddict_taxi_county_time_slice_1 taxi_county_time_slice_130802_0
dict_auto_hive2ddict_sdi_hhc_grid_30m_fts hhc_grid_OL13F1i5447j3171_3
dict_auto_hive2ddict_county_dis_round_feature taxi_predict_110101_1
dict_auto_hive2ddict_peak_effective_premium_2 CITY_PEAK_1_4
dict_auto_hive2ddict_call_day_diff CRM_pid_call_day_diff_293
dict_auto_hive2ddict_pid_profile_feat pid_profile_feat_2429
dict_auto_hive2ddict_wyc_order_agg_feature Pid_Order_Agg_72842
dict_auto_hive2ddict_contribution_rank_test score_weight_area_4_carlevel_450_contribution_239
dict_auto_hive2ddict_cba_night_feature WL_PASSENGER_CAA_42433
dict_auto_hive2ddict_driver_grid_listen_info driver_history_grid_listen_order_info_110_580549176443486_OL13F1i5551j2504
dict_auto_hive2ddict_driver_history_core_info driver_history_static_info_7_563784474300418
dict_auto_hive2ddict_heatmap_threshold HeatmapThresh_1_10_260
dict_auto_hive2ddict_contribution_rank_test2 score_weight_area_19_carlevel_2000_contribution_344
dict_auto_hive2ddict_heatmap_threshold_test HeatmapThresh_1_10_260_2
dict_auto_hive2ddict_scene_features taxi_price_1_OL13F1i4945j2561_OL13F1i5013j2513
dict_auto_hive2ddict_heatmap_threshold_test_2 HeatmapThresh_1_0_260_2
dict_auto_hive2ddict_heatmap_thresh_1 HeatmapThresh_14_0_260_2
dict_auto_hive2ddict_county_hour_funnel CountyT_130825_0
dict_auto_hive2ddict_county_funnel County_130602
dict_auto_hive2ddict_gulf_behavior_feature gulf_newloss_2344
dict_auto_hive2ddict_driver_base_feature_info driver_base_info_562950054541547_1
dict_auto_hive2ddict_driver_3d_behavior_info driver_his3d_behavior_info_566254536164021_8
dict_auto_hive2ddict_his3d_dispatch_info driver_his3d_dispatch_info_565053151516937_47_heatmap_topn_parking_guide
dict_auto_hive2ddict_peak_test CITY_PEAK_1_1
dict_auto_hive2ddict_shun_test CITY_PEAK_1_4
dict_auto_hive2ddict_county_bucket county_bucket_for_410422
dict_auto_hive2ddict_grid13dest_funnel D13_OL13F0i1021j5978
dict_auto_hive2ddict_grid13dest_hour_funnel DT13_OL13F0i1001j7200_11
dict_auto_hive2ddict_grid13_grid13dest_funnel OD13_OL13F0i288j6100_OL13F0i293j6096
dict_auto_hive2ddict_grid13_grid13dest_hour ODT13_OL13F0i1002j5989_OL13F0i1012j5969_22
dict_auto_hive2ddict_v10_czc_driver_level_new driver_id_17592388729241
dict_auto_hive2ddict_pid_seq_feat pid_seq_feat_5525
dict_auto_hive2ddict_login_channel_feat login_channel_feat_35
dict_auto_hive2ddict_city_level city_id_299
dict_auto_hive2ddict_sdi_fky_fence2_30m_fts fky_fence2_qie_64-3-v2_13
dict_auto_hive2ddict_item_history_statistic PUBLIC_public_key
dict_auto_hive2ddict_city_type CityT_65_0
dict_auto_hive2ddict_rzc_test001 rzc_OL13F1i6338j3005
dict_auto_hive2ddict_beatle_driver_profile_v2 beatles_driver_profile_127
dict_auto_hive2ddict_taxi_grid_embedding_2407 taxi_start_grid_OL13F1i5958j2047
dict_auto_hive2ddict_city_embedding_2407 taxi_call_city_1
dict_auto_hive2ddict_finish_sum_feat finish_smu_feat_35186101168624
dict_auto_hive2ddict_order_agg_feat order_agg_feat_17598480600952
dict_auto_hive2ddict_passenger_ltv_features PASSENGER_37681
dict_auto_hive2ddict_platform_history_feature CITY_ID_177
dict_auto_hive2ddict_zy_bubble_day_feature ZY_USR_4563
dict_auto_hive2ddict_app_trip_rfm_feature WC_USR_100000114
dict_auto_hive2ddict_jz_bubble_feature_p1 ZY_USR_17596548643012
dict_auto_hive2ddict_jz_bubble_feature_7d ZY_USR_17596577730077
dict_auto_hive2ddict_jz_bubble_feature_30d ZY_USR_17596645506778
dict_auto_hive2ddict_jz_bubble_feature_60d ZY_USR_17596568347677
dict_auto_hive2ddict_jz_bubble_feature_90d ZY_USR_17596538750027
dict_auto_hive2ddict_general_profile_feature WYC_USR_1737
dict_auto_hive2ddict_sdi_thdg_grid_10m_fts thdg_grid_qie_OL13F1i4992j2559_0
dict_auto_hive2ddict_loss_feature LOSS_3648
dict_auto_hive2ddict_mapleren_011 qqxing_110101
dict_auto_hive2ddict_new_feature NEW_3238
dict_auto_hive2ddict_sfc_ykj_rule_strategy_v1 sfc_ykj_rule_10_610124_10_0_0_1_dx_main
dict_auto_hive2ddict_sdi_feature_region_10min SDP_v1_19_390_19_v2
dict_auto_hive2ddict_sdi_base_grid_10m_ds_v2 general_grid_OL13F0i1018j5972_81_特惠快车单勾
dict_auto_hive2ddict_sdi_fence_30m_ds general_fence_1-16-v2_102_豪华车
dict_auto_hive2ddict_qingxiang_oddt_feature qx_stats_OL13F1i5090j2849_OL13F1i5099j2844_14_19
dict_auto_hive2ddict_beatle_driver_profile_v3 beatles_driver_profile_35186013739257
dict_auto_hive2ddict_last7days_taxi_features taxi_price_98_OL13F1i5495j2969_OL13F1i5494j2971_10
dict_auto_hive2ddict_etc_v0 etc_30724
dict_auto_hive2ddict_region_pack_space_fence DMASTER_UNSTABLE_REGION_PACK_SPACE_FENCE_FEATURE_1_2_0_1-113-v2
dict_auto_hive2ddict_city_space_fence_data DMASTER_CITY_SPACE_FENCE_V2_271
dict_auto_hive2ddict_cba_pas_behavior_feats pas_17598015157665
dict_auto_hive2ddict_sfc_safe_drunk_model sfc_drunk_poi_OL15F1i23401j10612
dict_auto_hive2ddict_sfc_v6_risk_order_model sfc_v6_risk_order_model_35185989982060
dict_auto_hive2ddict_sfc_risk_driver_model sfc_v6_risk_driver_model_1090016
dict_auto_hive2ddict_v6_do_model_feature v6_do_dri_feature_281474976710787
dict_auto_hive2ddict_test_qzc qzc_110101
dict_auto_hive2ddict_test_qzc2 qzc2_110101
dict_auto_hive2ddict_price_odt_features_part1 fgrid_OL13F1i5017j2603
dict_auto_hive2ddict_test_qzc3 qzc2_110102
dict_auto_hive2ddict_price_odt_features_part2 tgrid_OL13F1i5383j3107
dict_auto_hive2ddict_price_odt_features_part3 fgrid_tgrid_OL13F1i6883j1848_OL13F1i6891j1831
dict_auto_hive2ddict_price_odt_features_part4 fgrid_hour_id_OL13F1i6502j1923_18
dict_auto_hive2ddict_price_odt_features_part5 tgrid_hour_id_OL13F1i7209j1618_9
dict_auto_hive2ddict_price_odt_features_part6 fgrid_dist_id_OL13F1i5233j2672_19
dict_auto_hive2ddict_price_odt_features_part7 tgrid_dist_id_OL13F1i5552j2862_2
dict_auto_hive2ddict_price_odt_features_part8 fgrid_tgrid_hour_id_OL13F1i5484j3129_OL13F1i5484j3127_12
dict_auto_hive2ddict_price_odt_features_part9 fgrid_dist_id_hour_id_OL13F1i5850j2654_25_9
dict_auto_hive2ddict_price_odt_features_10 tgrid_dist_id_hour_id_OL13F1i7365j1321_3_9
dict_auto_hive2ddict_price_odt_features_11 fgrid_tgrid_dist_id_OL13F1i6674j2725_OL13F1i6530j2840_30
dict_auto_hive2ddict_lyp_test lyp_test_10000_2023-09-24
dict_auto_hive2ddict_lyp_test1 lyp_test_10000_2023-09-24
dict_auto_hive2ddict_qingxiang_odt_feature qx_odt_OL13F1i5444j3156_OL13F1i5454j3154_-1_15
dict_auto_hive2ddict_rzc_test_02 rzc_OL13F1i6470j2851
dict_auto_hive2ddict_city_bucket_info CITY_BUCKET_299
dict_auto_hive2ddict_beatle_driver_finishrate beatles_driver_finishrate_3056
dict_auto_hive2ddict_minibus_hotarea_grid12 MiniBus_Hot_Area_OL12F1i2523j1253_OL12F1i2526j1250_1_83
dict_auto_hive2ddict_call_cityRank taxi_price_fgrid_OL13F1i5430j2983
dict_auto_hive2ddict_lyp_test2 lyp_test_10000_2023-09-24
dict_auto_hive2ddict_sfc_risk_driver_model_62 sfc_v62_risk_driver_model_281474976711210
dict_auto_hive2ddict_beatles_passenger_labels label_6693
dict_auto_hive2ddict_caa_pas_profile_feats pas_522
dict_auto_hive2ddict_caa_pas_behavior_feats pas_17596952747438
dict_auto_hive2ddict_caa_driver_profile_feats dri_417
dict_auto_hive2ddict_caa_pas_behavior_feats11 pas_2253
dict_auto_hive2ddict_psg_rfm_feat psg_rfm_feat_100005254
dict_auto_hive2ddict_bus bus_8000_1_0
dict_auto_hive2ddict_hour_funnel Hour_13
dict_auto_hive2ddict_caa_pas_behavior_feats_1 pas_1040
dict_auto_hive2ddict_lyp_test3 lyp_test_10000_2023-09-24
dict_auto_hive2ddict_pid_value_swing_feat value_swing_feat_1529
dict_auto_hive2ddict_dwm_dri_online_extend_di driver_17592564694870
dict_auto_hive2ddict_sfc_risk_driver_model_63 sfc_v63_risk_driver_model_281474976712113
dict_auto_hive2ddict_do_poi_feature sfc_do_v6_281474976749040
dict_auto_hive2ddict_rank_embedding_v1 taxi_price_start_OL13F1i5059j2506
dict_auto_hive2ddict_last7days_taxi_ftr_flase taxi_price_46_OL13F1i5028j2539_OL13F1i5027j2537_8
dict_auto_hive2ddict_gulf_high_potential GULF_USR_35186271190121
dict_auto_hive2ddict_default_selected_car BUBBLE_USR_6490
dict_auto_hive2ddict_usr_select_call CALL_USR_4934
dict_auto_hive2ddict_usr_purchase_level GULF_USR_5000216379443
dict_auto_hive2ddict_taxi_price_20241120 TAXI_1_0_138
dict_auto_hive2ddict_usr_core_info USR_CORE_17592351229258
dict_auto_hive2ddict_grid_listen_order_info history_grid_listen_order_info_21_OL13F1i6446j2863
dict_auto_hive2ddict_loss_feature_v2 LOSS2_3128
dict_auto_hive2ddict_usr_bubble_page_op_cnt USR_BUBBLE_OP_3393634634625
dict_auto_hive2ddict_usr_bubble_page_op_day USR_BUBBLE_OP_100
dict_auto_hive2ddict_usr_bubble_page_behavior BUBBLE_PAGE_USR_6229951
dict_auto_hive2ddict_grid_15m_2d_call_pred grid_15_th_call_1_OL13F1i4953j2550_2024-12-05
dict_auto_hive2ddict_taxiprice_idRank_1204 taxi_price_fgrid_OL13F1i5958j2047
dict_auto_hive2ddict_bc_macro_answer_level CARL_KEY_OL13F1i5271j2695_0_72_0
dict_auto_hive2ddict_rzc_test_20241211 rzc_test_key_10000_2023-09-24
dict_auto_hive2ddict_pbd_time_features_for_dd WL_CITYTIME_1_12
dict_auto_hive2ddict_pas_member_info_df passenger_id_4909
dict_auto_hive2ddict_hot_grid hot_area_OL13F1i5815j2966_OL13F1i5810j2966_0_55_1
dict_auto_hive2ddict_premium_uplift_features PASSENGER_17592372918760
dict_auto_hive2ddict_grid13_hour_gulf_price OT13_GULF_OL13F0i255j6143_12
dict_auto_hive2ddict_psg_bubble_gulf_price GULF_USR_8352
dict_auto_hive2ddict_hot_grid_gz_daxuecheng gz_bus_OL13F1i6480j2804_OL13F1i6482j2802_51_123
dict_auto_hive2ddict_hot_grid_gz_daxuecheng_2 gz_daxuecheng_OL13F1i6483j2801_OL13F1i6480j2804_42_1
dict_auto_hive2ddict_test_static_route_info gz_static_route_1_220_8003
dict_auto_hive2ddict_yt_static_route_test yt_static_route_test_8003_1_220_2024-12-27
dict_auto_hive2ddict_poprec_accept_14d poprec_accept_5000143762877
dict_auto_hive2ddict_yt_bus_schedule_test_v4 yt_bus_schedule_test_v4_8002_220_16_2025-01-03
dict_auto_hive2ddict_pid_gulf_price PID_GULF_PRICE_7936
dict_auto_hive2ddict_yt_bus_schedule_0106 yt_bus_schedule_0106_8002_220_19_2025-01-07
dict_auto_hive2ddict_sdi_zhuanche_sw_grid_30m zhuanche_sw_grid_30m_qie_OL13F1i5362j3095_45
dict_auto_hive2ddict_pas_pd_cancel_feature allmatchpk_pas_pd_110946878_3
dict_auto_hive2ddict_cpid_cancel_feature allmatchpk_cpid_1512
dict_auto_hive2ddict_dri_behavior_v2 allmatchpk_dri_598135422200777
dict_auto_hive2ddict_city_pd_profile allmatch_pk_city_pd_3_530
dict_auto_hive2ddict_city_bp_di allmatchpk_bp_55_20
dict_auto_hive2ddict_pas_behavior_v2_subset allmatchpk_p_sub_3031
dict_auto_hive2ddict_city_product_v0 allmatchpk_city_pd_v0_26_467
dict_auto_hive2ddict_zc_grid_driver_density ZC_GRID_WEEK_HOUR_DRIVER_DENSITY_OL13F0i100j6201
dict_auto_hive2ddict_carpool_ans_rate_bycity CAR_KEY_237_1_101
dict_auto_hive2ddict_sdi_zhuanche_ss_grid_30m zhuanche_ss_grid_30m_OL13F1i5053j2514_0
dict_auto_hive2ddict_super_vip_buy_feat super_vip_buy_feat_558
dict_auto_hive2ddict_sdi_premium_ss_grid_30m zhuanche_ss_grid_30m_OL13F1i5066j2490_0
dict_auto_hive2ddict_thjx_tyar_poi_feature jxth_tyar_bf854072fd2e7a5a1935df226607b9d3_ba6cc2e8c0a6a17e192e72125d4fb1ab_21_30
dict_auto_hive2ddict_driver_grab_history_feat dri_2289
dict_auto_hive2ddict_behavior_by_cpm_range PASSENGER_5000218265758
dict_auto_hive2ddict_pas_price_propensity PASSENGER_29037
dict_auto_hive2ddict_prem_sds_stat_features PASSENGER_3231782016063
dict_auto_hive2ddict_luxury_sds_stat_features PASSENGER_10041099
dict_auto_hive2ddict_fankuai_sds_stat PASSENGER_5000091903646
dict_auto_hive2ddict_cheap_sds_stat PASSENGER_107871307
dict_auto_hive2ddict_cj_nopin NULL
dict_auto_hive2ddict_pas_check_feat_map_test PASSENGER_17593236079975
dict_auto_hive2ddict_sfc_ykj_fixed_level_stg sfc_ykj_fixed_level_10_610113_329_621027_0_0_0_dx_treat1
dict_auto_hive2ddict_etc_v2 etc_v2_pt1_3538
dict_auto_hive2ddict_etc_v2_1 etc_v2_pt1_15125
dict_auto_hive2ddict_etc_v2_2 etc_v2_pt2_24278
dict_auto_hive2ddict_test_100 PASSENGER_111694270
dict_auto_hive2ddict_check_info_by_product_7d PASSENGER_20877
dict_auto_hive2ddict_check_info_by_product_30 PASSENGER_2428
dict_auto_hive2ddict_check_by_product_30_60 PASSENGER_2983039536645
dict_auto_hive2ddict_pas_same_call_ratio PASSENGER_17597121360537
dict_auto_hive2ddict_p_finish_recent_10 PASSENGER_4783
dict_auto_hive2ddict_r100_v1 PASSENGER_17597374421023
dict_auto_hive2ddict_p_cpm_bucket_feat PASSENGER_17599615154427
dict_auto_hive2ddict_pas_gender PASSENGER_17593345244192
dict_auto_hive2ddict_p_base_info_v1 PASSENGER_100000182
dict_auto_hive2ddict_pas_stat_feat_v1 PASSENGER_197610
dict_auto_hive2ddict_sfc_ykj_exp_level_ab_stg sfc_ykj_ab_exp_level_8_210103_64_210302_0_0_0_dx_treat1
dict_auto_hive2ddict_p_cpm_feat_by_sds PASSENGER_35185153951450
dict_auto_hive2ddict_pas_sds_check_v1 PASSENGER_2054
dict_auto_hive2ddict_pas_sds_check_v2 PASSENGER_3443
dict_auto_hive2ddict_hasorder_mfeat dri_564852126452516
dict_auto_hive2ddict_semi_driver_portrait WL_DRIVER_63558
dict_auto_hive2ddict_thjx_default_discount jxth_default_0
dict_auto_hive2ddict_answer_model_pas_feat pas_70368781311638
dict_auto_hive2ddict_hongbao_fence2_hist_pred hongbao_fence2_fky_10m_38_38-411-v2_0
dict_auto_hive2ddict_cancel_after_model_dri ord_17829961812516
dict_auto_hive2ddict_wyc_order_agg_feature_v2 PID_762
dict_auto_hive2ddict_price_odtp_features ODTP_265329774594_OL13F1i5958j2043_OL13F1i5961j2027_8
dict_auto_hive2ddict_city_peak_order_info city_peak_order_info_125_11
dict_auto_hive2ddict_odt_orig_ecr orig_OL13F1i6190j1414
dict_auto_hive2ddict_dest_ecr dest_OL13F1i6056j2829
dict_auto_hive2ddict_orig_dest_ecr orig_dest_OL13F1i6393j2901_OL13F1i6420j2914
dict_auto_hive2ddict_orig_hour_ecr orig_hour_OL13F1i6462j2771_18
dict_auto_hive2ddict_dest_hour_ecr dest_hour_OL13F1i5312j3226_14
dict_auto_hive2ddict_orig_dist_ecr orig_dist_OL13F1i6427j2843_13
dict_auto_hive2ddict_dest_dist_ecr dest_dist_OL13F1i5297j3338_20
dict_auto_hive2ddict_orig_dest_hour_ecr orig_dest_hour_OL13F1i6283j2509_OL13F1i6291j2508_13
dict_auto_hive2ddict_orig_dist_hour_ecr orig_dist_hour_OL13F1i5247j2662_12_18
dict_auto_hive2ddict_dest_dist_hour_ecr dest_dist_hour_OL13F1i5053j2580_26_23
dict_auto_hive2ddict_orig_dest_dist_ecr orig_dest_dist_OL13F1i6405j2915_OL13F1i6400j2918_6
dict_auto_hive2ddict_pcl_offline_predict_feat WL_ORDER_OL13F1i4783j2949_OL13F1i4787j2946_7
dict_auto_hive2ddict_grid_emb_64 Grid_Emb_OL13F1i5302j3088
dict_auto_hive2ddict_crowd_top_send_groups PASSENGER_3175318683724
dict_auto_hive2ddict_copersonar_env_exists copersonar_env_exists_1405
dict_auto_hive2ddict_price_odtp_feature_part1 passenger_id_105637320
dict_auto_hive2ddict_price_odtp_feature_part2 passenger_id_fgrid_17594734557764_OL13F1i5186j2469
dict_auto_hive2ddict_price_odtp_feature_part3 passenger_id_tgrid_1989779919076_OL13F1i5592j2453
dict_auto_hive2ddict_price_odtp_feature_part4 passenger_id_hour_id_35186178184410_11
dict_auto_hive2ddict_price_odtp_feature_part5 passenger_id_fgrid_tgrid_2542261706967_OL13F1i5950j3079_OL13F1i5948j3079
dict_auto_hive2ddict_price_odtp_feature_part6 passenger_id_fgrid_hour_id_2054916014579_OL13F1i6284j3052_1
dict_auto_hive2ddict_price_odtp_feature_part7 passenger_id_tgrid_hour_id_17593000171067_OL13F1i5140j2790_21
dict_auto_hive2ddict_poi_emb_64_v2 Poi_Emb_111000
dict_auto_hive2ddict_sfc_drunk_v5_feas sfc_drunk_v5_feas_17595100118766
dict_auto_hive2ddict_sfc_drunk_v5_grid_feas sfc_drunk_v5_feas_OL15F1i24617j6079
dict_auto_hive2ddict_sfc_fd_gender_v3_feas sfc_fd_gender_v3_model_order_17593192443720
dict_auto_hive2ddict_sfc_fd_gender_v3_expert sfc_fd_gender_v3_model_5000171689108
dict_auto_hive2ddict_sfc_fd_gender_v3_share sfc_fd_gender_v3_model_35186286193779
dict_auto_hive2ddict_sfc_fd_gender_v3_im sfc_fd_gender_v3_model_17598981664534
dict_auto_hive2ddict_sdi_kc_redpacket_10m kc_redpacket_10m_1_1-1502-v2_0
dict_auto_hive2ddict_sfc_quwei_deng_from_wyc sfc_quwei_from_wyc_281474978565888
dict_auto_hive2ddict_btls_dri_profile_fea_v1 btls_online_2237
dict_auto_hive2ddict_driver_pick_profile driver_history_order_299069692223235
dict_auto_hive2ddict_sex_not_match sex_not_match_299073932115747
dict_auto_hive2ddict_caa_dri_modified_feature dri_580543323420287
dict_auto_hive2ddict_spring_spe_people special_driver_281474976726763
dict_auto_hive2ddict_driver_qs_model_feature DRIVER_QS_MODEL_1312
dict_auto_hive2ddict_sds_null_value_fill dri_598136030386375
dict_auto_hive2ddict_super_vip_base_feat super_vip_base_feat_2086273492393
dict_auto_hive2ddict_date_feat_dufe date_feat_2025-06-17
dict_auto_hive2ddict_date_feat_30d date_feat_30d_2025-06-17
dict_auto_hive2ddict_pid_value_swing_feat_v2 value_swing_17598900466334
dict_auto_hive2ddict_pas_cancel_feat PASSENGER_9290
dict_auto_hive2ddictmainsuburb_county_df county_id_130984
dict_auto_hive2ddict_jz_price_pred JP_2025-06-28_1_0_0
dict_auto_hive2ddict_btls_pas_profile_fea_v1 btls_online_3836
dict_auto_hive2ddict_whale_jp_pred_0701test Cr_2025-06-30_1_8_a(0_3km]_AA出行经济型
dict_auto_hive2ddict_risk_driver risk_driver_1413915223326
dict_auto_hive2ddict_sfc_blind_passenger blind_299074607122080
dict_auto_hive2ddict_poi_emb_64_v3 Poi_Emb_2
dict_auto_hive2ddict_pas_offline p_1131
dict_auto_hive2ddict_pas_acc100 p_17597067154707
dict_auto_hive2ddict_pas_price p_10000030
dict_auto_hive2ddict_smartbus_caa_bucket_info bucket_0
dict_auto_hive2ddict_pas_singlesend_ratio_7d p_456
dict_auto_hive2ddict_pas_singlesenf_ratio_30d p_1194
dict_auto_hive2ddict_popup_7d p_35186222032113
dict_auto_hive2ddict_statistical_odt_data WL_ORDER_OL13F1i5053j2497_OL13F1i5057j2505_1
dict_auto_hive2ddict_v10_zc_driver_level driver_id_580546961601722
dict_auto_hive2ddict_sfc_safe_feature_md5 driver_md5_00001e593d5bf72d3686f9844fb8310d
dict_auto_hive2ddict_sfc_driver_feature_md5 sfc_driver_md5_000008f0b5c592f213ac6b0e4b697566
dict_auto_hive2ddict_sfc_dri_feature_md5_key driver_md5_000004dcba0f8a695510ccf76e3ecab7
dict_auto_hive2ddict_fxj_test fxjtest_ed25614f8dfed53b42e7b517ecc7f20c
dict_auto_hive2ddict_fxj_test2 fxj_a68323a98b45926110faab6e566c6847
dict_auto_hive2ddict_sfc_risk_dri_model_md5 driver_md5_08362145f45e8976b20d04a99d7c2e53
dict_auto_hive2ddict_sfc_driver_model_fea_md5 driver_md5_08362145f45e8976b20d04a99d7c2e53
dict_auto_hive2ddict_pasCallCombSeqFD30dV1 PASSENGER_5000242057577
dict_auto_hive2ddict_pasCallCombSeqWD30dV1 PASSENGER_621823991808
dict_auto_hive2ddict_check_info_by_product_60 PASSENGER_4834
dict_auto_hive2ddict_pas_ilp_out_deal_traits WL_PAS_5042
dict_auto_hive2ddict_passenger_info PASSENGER_4566
dict_auto_hive2ddict_grid_id_sparse odt_OL13F0i1000j5831
dict_auto_hive2ddict_fxj66 FXJ_T_23cd21145772548faa03c45ff181170c
dict_auto_hive2ddict_caa_dri_youze_feature dri_56594070140295605
dict_auto_hive2ddict_btls_dri_1st_ord_subsidy btls_dri_1st_ord_subsidy_1
dict_auto_hive2ddict_yangzhao_grid_id odt_OL13F1i5688j2349
dict_auto_hive2ddict_resident_city odt_285
dict_auto_hive2ddict_pas_seq pas_7336
dict_auto_hive2ddict_dri_seq dri_263
dict_auto_hive2ddict_pas_feat_180d_log p_17592321473686
dict_auto_hive2ddict_sfc_dmd5_riskmodel_md5 driver_md5_04e3c30c5b4dab5f545c9a179c7a707b
dict_auto_hive2ddict_pas_seq_new pas_17598640313725
dict_auto_hive2ddict_fgrid_embedding fgrid_emb_OL13F1i6407j2238
dict_auto_hive2ddict_ut_xinliu_user_type_loss USER_TYPE_2
dict_auto_hive2ddict_pas_feat_180d_log_new pas_17599542582850
dict_auto_hive2ddict_tgrid_embedding tgrid_emb_OL13F1i4222j3154
dict_auto_hive2ddict_pasCallCombSeqWD30dV1_2 PASSENGER_2366510399957
dict_auto_hive2ddict_pasCallCombSeqFD30dV1_2 PASSENGER_17597621606233
dict_auto_hive2ddict_pas_etp_senstive_tag ltv_1172
dict_auto_hive2ddict_byway_dricard_finishrate btls_dri_card_0005d1703f15d012460c61342881add1
dict_auto_hive2ddict_fgrid_embedding_array fgrid_emb_array_OL13F0i1012j5963
dict_auto_hive2ddict_tgrid_embedding_array tgrid_emb_array_OL13F0i1012j5978
dict_auto_hive2ddict_poi_emb_grid_64_v4 Poi_Emb_Week_OL13F1i6398j2899_2
dict_auto_hive2ddict_user_value_recall_dict product_city_fast_329
dict_auto_hive2ddict_od_product_feature_v1 od_grid_feature_OL13F1i5589j2449_OL13F1i5587j2450
dict_auto_hive2ddict_od_feature_v2 od_grid_feature_OL13F1i5405j3142_OL13F1i5407j3141
dict_auto_hive2ddict_od_feature_v3 od_grid_feature_OL13F1i5609j3291_OL13F1i5605j3293
dict_auto_hive2ddict_user_value_recall_pkg prodct_city_fast_329
dict_auto_hive2ddict_odt_feature_v1 odt_grid_feature_OL13F1i5996j3198_OL13F1i5988j3207_15
dict_auto_hive2ddict_odt_feature_v2 odt_grid_feature_OL13F1i6321j1792_OL13F1i6318j1793_17
dict_auto_hive2ddict_odt_feature_v3 odt_grid_feature_OL13F1i7207j1630_OL13F1i7209j1630_21
dict_auto_hive2ddict_btls_pri_fixed_level_v2 btls_price_fixed_level_v2_1_110101_0_dx_0_treat1
dict_auto_hive2ddict_btls_pri_fixed_level_v2b btls_price_fixed_level_v2b_1_110101_0_dx_0_treat1
dict_auto_hive2ddict_btls_pri_fixed_level_v2c btls_price_fixed_level_v2c_1_110101_0_dx_0_treat1
dict_auto_hive2ddict_sfc_driver_level_his driver_17599864632889
dict_auto_hive2ddict_taxi_price_rule_v1 taxi_price_rule_440105_17
dict_auto_hive2ddict_pasCallCombSeqWD30dV1_3 PASSENGER_1686218801565
dict_auto_hive2ddict_pas_caa_seq_feature_json pas_3879
dict_auto_hive2ddict_dri_caa_seq_feature_json dri_310
dict_auto_hive2ddict_btls_dri_list_award_stg SFC_DRI_LIST_AWARD_STG_65
dict_auto_hive2ddict_btls_dri_list_award_stg2 SFC_DRI_LIST_AWARD_STG_65
dict_auto_hive2ddict_btls_pri_ab_level_v2 btls_price_ab_level_v2_290_513224_0_dx_0_treat1
dict_auto_hive2ddict_grid_asp_for_driver_rank END_GRID_OL13F1i5393j2458
dict_auto_hive2ddict_zy_bubble_ot_ zy_bubble_ot_OL13F1i5291j3235_18
dict_auto_hive2ddict_zy_bubble_agg_feat_v2 zy_bubble_agg_feat_v2_17595450115704
dict_auto_hive2ddict_zy_usr_bubble_day zy_usr_bubble_day_1865
dict_auto_hive2ddict_sfc_lt_driver_model_md5 lt_driver_591568a99cd3b3e0a12ed336942880e5
dict_auto_hive2ddict_sfc_lt_driver_model_did lt_driver_567949975420975
dict_auto_hive2ddict_sfc_vm_pas_model_pasid vm_passenger_17598472829051
dict_auto_hive2ddict_carpool_tr27_count CARPOOL_0
dict_auto_hive2ddict_gulf_p_history GULF_his_17592456331644
dict_auto_hive2ddict_ar_model_jz i_OL13F0i1000j5831
dict_auto_hive2ddict_ar_model_taxi i_OL13F0i1000j5831
dict_auto_hive2ddict_ar_model_th i_OL13F0i1000j5831
dict_auto_hive2ddict_gulf_psg180d_wyc GULF_psg180d_3433
dict_auto_hive2ddict_gulf_hour GULF_t_20
dict_auto_hive2ddict_ar_model_tk i_OL13F0i1000j5831
dict_auto_hive2ddict_gulf_pas_info GULF_psg_jd_1621
dict_auto_hive2ddict_is_jz isjz_299
dict_auto_hive2ddict_city_feat_d CITY_65
dict_auto_hive2ddict_mps_city_region mps_city_299
dict_auto_hive2ddict_taxi_contribution_score contribution_score_28
